chr	start	end	DMSO-1	DMSO-2	DMSO-3	DMSO-CD19-1	DMSO-CD19-2	DMSO-CD19-3	GSK-1	GSK-2	GSK-3	GSK-CD19-1	GSK-CD19-2	GSK-CD19-3	PBMC-1	PBMC-2	PBMC-3	PBMC-CD19-1	PBMC-CD19-2	PBMC-CD19-3
5	95270578	95270709	0	0	0	3	13	6	2	4	10	2	0	2	2	9	28	0	4	8
13	17372984	17373126	2	2	2	30	6	14	16	10	14	0	4	0	10	12	6	2	4	0
2	112597127	112597260	0	0	0	11	7	12	2	10	8	7	4	10	11	8	24	2	5	0
X	9677284	9677630	2	4	1	29	32	39	45	54	56	24	40	32	64	38	75	16	26	26
X	132966114	132966180	2	2	0	4	7	10	0	9	14	6	0	0	6	3	24	2	6	0
12	62903587	62903717	4	0	4	13	12	0	6	3	2	0	15	6	11	4	0	0	2	0
6	138391365	138391458	5	4	0	7	3	19	1	8	14	7	6	0	5	0	26	2	4	0
3	39086824	39086983	4	6	0	3	8	20	10	16	14	0	6	0	15	8	36	5	6	9
6	59636318	59636390	0	0	0	12	10	14	11	15	23	2	4	2	13	11	16	10	6	6
15	87724747	87724842	2	0	1	10	9	4	0	5	10	0	0	6	0	11	22	6	2	4
3	111712971	111713043	2	0	2	12	7	7	7	8	11	0	4	6	7	0	21	0	0	2
1	107534357	107534416	2	6	0	6	11	6	2	9	6	0	5	0	7	16	28	0	2	10
4	118836528	118836645	0	2	0	8	12	17	24	13	12	16	8	13	15	20	41	5	2	10
1	16753439	16753505	2	2	0	6	15	6	13	18	10	0	4	0	8	6	36	2	9	6
14	95605149	95605225	3	1	0	14	12	14	15	12	8	2	4	0	5	8	26	7	9	0
4	50869213	50869450	3	6	0	22	18	7	21	20	22	2	2	5	50	29	2	7	4	4
2	113977389	113977449	4	0	0	14	6	10	17	10	17	2	2	0	8	8	22	12	2	2
1	116817723	116817925	4	0	2	30	37	39	15	31	57	16	24	20	33	18	54	22	20	16
9	134947108	134947184	2	0	0	10	12	15	6	8	18	4	2	9	8	5	34	10	10	0
2	213157241	213157624	14	10	0	24	32	23	57	49	89	79	54	42	42	48	84	50	41	42
6	130994369	130994441	5	0	1	14	12	7	4	4	12	3	3	0	12	4	26	0	0	5
6	125125986	125126047	7	0	0	20	15	18	9	6	10	8	1	0	3	13	17	7	2	4
10	38453451	38453509	0	3	0	8	8	4	2	7	6	5	0	5	14	0	30	2	17	6
1	112706443	112706501	2	0	0	9	15	11	6	5	14	3	3	2	6	12	42	6	2	0
10	97037430	97037496	3	0	0	17	17	20	19	17	23	18	10	15	16	20	44	5	12	18
9	105803247	105803309	0	0	6	14	4	10	2	14	13	0	4	4	5	2	24	0	4	1
4	30256378	30256472	2	4	5	9	7	18	10	9	9	0	9	0	14	8	24	1	1	0
11	51351492	51351699	2	0	0	14	26	21	24	20	21	4	8	2	10	18	4	8	6	4
16	57901693	57901760	4	1	0	10	6	16	12	13	10	4	3	0	14	2	23	13	3	0
12	72885645	72885756	2	4	0	8	9	6	12	2	10	0	0	1	11	7	27	0	6	2
7	59884415	59884932	16	6	2	69	63	80	56	55	92	10	12	14	49	76	32	10	16	6
X	14809311	14809383	0	2	0	10	12	7	10	10	10	2	2	2	7	8	24	0	0	2
15	39875109	39875175	1	0	3	13	8	10	0	4	3	2	0	0	3	13	24	3	3	0
2	143387823	143387924	0	5	0	4	14	5	10	7	17	1	7	2	13	13	32	0	4	4
6	73729025	73729100	2	2	1	0	13	12	18	21	12	7	11	3	15	1	22	6	0	7
10	50660159	50660562	16	0	13	51	90	53	54	46	66	64	50	52	51	52	100	56	47	50
3	184086422	184086506	0	0	2	6	0	7	13	4	10	0	4	2	4	8	30	0	2	2
X	134145576	134145657	0	2	1	13	10	7	0	11	8	2	2	2	5	12	23	0	2	0
X	102653573	102653650	0	1	1	24	8	11	6	14	8	2	4	0	4	5	25	2	0	2
18	526849	526935	0	3	0	14	8	13	8	5	4	7	6	0	9	14	24	6	0	8
15	90408095	90408370	6	8	1	45	66	85	70	61	68	75	69	58	60	55	102	65	43	49
X	109356036	109356105	3	0	0	12	7	3	5	4	6	0	0	1	6	13	24	4	7	0
1	108495011	108495108	0	4	0	8	8	7	15	12	2	0	4	2	13	2	22	7	8	0
2	3045440	3045824	6	16	0	39	24	36	27	28	39	22	12	5	36	28	137	18	18	8
1	52135851	52135947	6	2	0	8	8	4	0	16	10	6	13	2	8	9	21	2	0	0
19	740310	740383	2	0	1	13	0	13	5	10	18	6	19	7	10	14	54	10	6	7
22	42551925	42552197	0	12	6	32	43	32	52	43	57	53	53	44	51	37	102	29	36	35
1	85191637	85191731	2	2	3	4	12	18	4	15	9	0	5	0	2	13	26	1	8	0
X	3374675	3374803	1	0	1	2	23	5	10	14	8	0	2	2	8	6	2	0	0	0
8	118126882	118126977	0	3	2	17	15	10	6	14	6	3	2	1	9	12	22	0	0	2
14	92496690	92496762	0	0	0	8	8	9	6	13	8	0	6	2	13	6	30	5	2	5
18	32794910	32795010	0	2	0	7	11	15	0	18	12	18	10	12	12	8	24	7	4	5
4	50315206	50315327	4	0	0	28	24	25	15	22	24	4	8	5	16	24	8	8	4	5
9	43616583	43616715	0	7	3	24	14	15	6	10	17	15	8	2	10	15	0	10	5	0
7	99143404	99143654	6	9	0	30	59	59	34	44	52	50	41	21	62	22	73	36	29	25
15	19297463	19297635	6	6	0	22	10	18	9	8	13	2	4	0	14	1	2	2	0	12
X	43487032	43487360	4	2	0	25	16	25	16	12	27	2	7	8	21	16	58	4	2	8
4	146609140	146609239	4	0	0	10	0	14	5	11	12	0	6	2	10	5	22	10	2	6
2	208811736	208811815	0	0	4	7	19	6	7	21	12	11	7	0	15	6	29	8	8	2
9	15583622	15583683	1	0	0	9	6	14	6	5	10	0	2	0	6	7	20	2	2	0
16	37202900	37203034	2	0	2	20	12	20	8	8	14	8	6	0	12	19	4	2	0	5
16	66483862	66483927	6	0	0	23	24	26	13	17	19	15	10	3	12	19	38	7	16	5
7	59493434	59493597	0	5	3	14	19	32	14	18	36	6	12	6	22	20	0	6	12	4
14	95582610	95582671	0	0	0	19	4	4	4	5	4	2	2	4	6	14	20	0	0	8
22	38982253	38982403	20	13	8	2	0	2	14	5	18	44	41	38	12	8	21	26	19	34
7	1783211	1783276	0	0	2	3	6	10	8	11	2	4	0	1	11	15	22	1	3	0
X	141895859	141895959	4	0	0	5	9	7	12	6	15	2	0	1	10	6	26	4	2	0
X	76253611	76253727	0	6	2	16	26	17	14	18	8	8	7	0	2	14	32	5	3	2
6	131790324	131790457	0	6	3	12	14	3	6	2	28	0	2	0	13	10	2	4	0	2
X	46798507	46798595	0	1	2	8	19	8	10	1	8	0	6	2	10	10	24	2	0	9
10	83861452	83861522	0	0	0	4	12	0	0	10	15	4	2	2	4	7	22	2	6	2
X	98390537	98390606	2	1	2	8	12	4	3	14	7	4	0	0	6	14	13	0	0	0
X	12872094	12872310	2	0	5	6	8	33	20	6	14	4	0	2	14	10	13	6	4	0
1	242263038	242263111	3	5	1	0	7	3	0	11	2	0	9	0	11	5	20	0	11	2
17	49605571	49605644	0	0	0	10	8	6	4	7	7	2	3	0	12	13	19	3	0	4
7	60033879	60034102	4	4	4	58	42	54	24	42	18	2	8	6	38	40	12	10	2	6
18	34493195	34493295	2	6	0	13	14	6	2	0	2	3	3	2	11	5	35	0	0	2
14	67218121	67218212	0	2	8	14	0	6	9	7	13	4	10	0	6	0	26	8	4	2
8	107599655	107599713	0	3	0	10	6	2	11	3	7	0	0	0	13	7	14	3	0	2
2	242109731	242109804	0	5	0	11	19	8	6	8	6	0	1	4	19	8	32	2	3	4
3	138029712	138029810	0	2	0	9	11	9	7	11	11	2	4	0	2	9	26	6	0	2
4	165274885	165274971	0	8	0	13	16	2	8	8	13	0	4	2	10	1	32	6	4	8
5	48306620	48306918	17	30	31	8	0	0	5	4	4	8	16	11	2	2	2	12	8	20
5	115786845	115786907	0	0	0	12	0	4	5	4	12	2	8	5	19	6	22	6	2	1
18	19181652	19181773	2	4	0	4	12	22	14	12	16	2	2	0	14	12	12	0	4	3
2	153778302	153778415	0	0	6	17	9	14	3	13	15	9	8	8	17	11	24	0	2	7
11	51816061	51816237	0	2	0	18	25	29	15	22	14	6	6	8	6	10	2	2	6	2
10	97796760	97796928	0	7	1	12	25	37	31	25	30	32	15	16	24	16	63	6	9	19
22	14235839	14236068	6	4	4	42	29	23	14	22	43	2	6	0	19	25	8	6	2	6
X	23926760	23926833	2	0	2	10	10	6	4	8	4	3	0	1	7	0	22	0	0	0
6	14201747	14201822	0	2	0	10	4	14	10	4	4	9	12	7	12	8	22	4	0	0
8	7264354	7264481	0	2	4	12	11	12	6	8	16	2	4	0	8	12	40	3	4	0
9	110417214	110417322	4	2	1	17	16	20	10	14	16	8	5	0	14	7	34	16	8	0
2	4054999	4055069	0	0	4	16	10	12	10	4	6	6	0	0	9	10	22	2	5	2
6	95486202	95486281	1	6	0	14	10	6	3	0	1	0	0	2	6	12	17	0	3	6
14	36856627	36856778	3	10	0	4	10	17	14	7	8	0	8	3	26	16	20	0	3	4
10	41444492	41444677	4	0	2	36	39	24	35	30	51	30	34	16	27	43	24	22	16	22
9	89475377	89475448	6	2	0	10	2	15	6	15	10	4	8	8	5	10	38	0	13	0
8	109575410	109575485	6	0	7	12	19	0	14	0	2	6	6	7	0	8	21	6	4	7
17	35038959	35039023	0	2	0	12	12	11	5	8	9	5	2	4	12	6	24	0	2	0
6	73886865	73887072	2	0	3	10	25	11	11	11	6	0	0	2	4	6	14	2	0	5
1	2634882	2634979	0	6	0	24	12	20	8	17	20	4	12	4	13	18	60	14	6	8
7	145168965	145169174	1	4	2	17	12	22	22	32	20	0	10	14	30	20	48	13	6	6
2	34309445	34309515	0	0	4	12	5	11	6	9	4	4	4	4	14	8	17	0	0	0
3	76658403	76658490	4	0	4	10	0	0	12	8	5	4	0	6	12	6	22	0	5	2
1	170347859	170347919	0	3	0	8	5	7	2	0	12	0	0	0	6	10	20	2	4	2
13	96046618	96046686	3	0	0	2	6	4	12	0	15	1	6	2	20	18	22	6	4	2
13	98207882	98207945	0	2	2	0	6	4	6	5	7	12	0	0	15	2	26	0	4	2
11	18672297	18672460	5	6	0	20	30	47	33	46	40	51	29	52	30	20	88	31	22	32
X	63885338	63885559	2	4	2	25	16	19	15	15	6	4	0	6	13	10	42	6	0	4
1	123584554	123584916	37	43	48	6	2	2	16	6	0	16	27	17	19	8	8	20	22	22
3	91156521	91156674	4	12	8	28	12	32	12	30	34	6	8	0	18	22	6	6	8	0
1	115475316	115475390	0	3	4	0	12	7	10	8	11	2	0	5	12	13	24	0	5	3
1	233520682	233520743	0	2	0	4	10	10	5	4	2	6	0	0	3	8	18	0	0	0
5	113049025	113049083	4	2	2	9	13	16	0	1	1	1	0	3	8	12	30	3	0	2
20	40796562	40796666	0	0	0	0	3	6	8	9	10	2	6	10	4	4	14	0	0	8
16	18550860	18550921	2	0	1	12	17	25	6	10	6	2	8	2	10	10	26	2	1	0
19	17904003	17904076	0	0	2	11	16	7	1	0	0	5	1	6	4	2	32	1	4	5
3	123698549	123698616	0	5	0	11	15	10	6	10	1	2	6	0	5	10	34	9	1	4
14	94519410	94519799	6	0	10	40	26	33	27	32	40	14	16	6	28	20	108	16	10	4
12	16854272	16854433	2	6	0	18	13	18	13	10	7	0	4	0	9	8	29	5	12	9
X	71828288	71828435	6	2	0	18	16	22	8	12	14	4	2	0	12	10	34	1	4	6
7	33492799	33492876	8	6	4	13	11	9	4	6	10	3	0	2	5	0	34	0	2	0
14	104302184	104302261	3	4	2	16	4	20	18	17	16	10	8	0	10	15	48	4	7	0
4	91774959	91775063	2	2	6	9	14	13	0	8	12	10	2	1	0	8	33	4	6	0
10	48774711	48774778	0	0	1	7	19	18	3	10	0	4	8	6	11	10	28	4	10	6
4	49732226	49732429	0	6	2	60	28	42	38	34	28	20	16	16	42	44	10	18	24	22
22	23539655	23539847	0	6	9	41	51	54	33	50	46	38	25	30	38	35	114	31	29	18
11	54295863	54296088	0	0	6	6	19	17	14	32	18	1	5	6	23	21	13	10	4	6
15	65981443	65981519	0	2	0	10	12	4	9	17	13	6	8	12	2	4	31	2	0	2
2	121233844	121233903	2	2	0	4	13	5	8	6	12	4	0	9	12	19	40	4	0	6
1	160977440	160977499	4	0	2	3	0	13	4	8	8	4	0	0	5	13	15	14	0	2
19	26543305	26543478	1	3	4	55	46	44	36	57	50	6	26	10	58	37	13	13	12	16
22	43339629	43339893	8	0	12	36	51	32	36	49	65	14	24	13	31	45	121	26	13	15
5	9482665	9482729	2	0	6	6	10	9	9	6	4	0	0	3	12	6	22	0	0	2
1	123491125	123491288	2	0	4	41	22	49	30	29	33	10	10	4	26	28	16	6	12	9
13	91191672	91191750	2	0	0	10	5	5	8	10	8	0	7	2	10	1	16	8	0	0
8	28911284	28911355	4	6	0	10	2	21	2	8	6	0	4	0	6	8	22	7	12	0
13	17336945	17337087	0	4	0	11	7	23	6	10	8	2	0	0	8	8	2	2	2	0
1	47743066	47743517	7	16	10	38	24	47	38	22	33	16	26	0	37	26	200	30	31	17
2	242064543	242064634	6	6	2	12	12	7	14	9	10	3	11	0	7	13	42	0	8	0
X	101837889	101837963	0	0	2	9	9	14	4	8	10	0	0	2	2	6	20	2	2	0
17	55401203	55401284	6	0	0	6	6	9	10	2	6	1	7	0	10	4	21	1	0	0
6	58780984	58781105	4	3	1	28	22	46	22	23	23	5	6	2	24	22	8	4	2	1
18	17014398	17014526	0	0	3	0	0	3	10	7	6	20	18	10	6	10	2	14	4	6
4	47269778	47269942	2	6	0	10	7	23	4	14	8	0	6	4	0	20	8	5	0	3
X	88666282	88666420	0	3	0	9	12	7	8	12	1	1	4	0	5	2	32	3	0	4
5	38207704	38207861	0	1	0	10	3	28	8	5	12	6	6	4	7	15	0	4	2	0
X	29252149	29252213	0	0	1	8	15	2	6	12	12	0	0	3	10	2	22	4	4	2
7	4124868	4125088	0	0	4	16	14	2	10	11	6	16	16	2	6	18	55	12	4	6
9	36542018	36542105	0	7	0	10	4	4	6	12	13	0	9	8	3	10	26	6	10	0
16	24002298	24002363	1	0	6	19	5	6	0	6	9	4	5	2	0	10	30	2	4	0
1	155418861	155418938	2	6	0	6	14	2	2	10	8	13	0	0	2	6	17	0	4	0
1	122816690	122816800	12	6	6	38	26	24	16	22	14	0	8	14	26	34	10	0	8	8
17	41280611	41280768	4	0	2	9	17	7	9	12	12	8	8	0	6	18	32	0	5	2
7	130971543	130971605	0	1	0	11	8	9	11	9	6	4	0	6	3	0	24	5	10	10
14	16811197	16811453	4	2	2	58	62	57	40	54	59	8	36	18	60	53	24	24	26	25
4	50766034	50766197	3	6	5	31	22	23	10	22	45	2	8	2	26	14	0	8	2	4
2	11092897	11093058	1	0	0	13	18	14	8	6	0	11	12	6	16	13	18	9	6	8
18	76284151	76284244	6	0	0	11	5	10	6	17	8	1	5	2	10	0	19	9	0	3
7	15280925	15280987	0	0	2	4	14	13	3	6	7	6	0	6	9	8	17	0	4	0
X	49305493	49305627	2	4	0	33	28	20	16	24	22	8	2	7	26	10	54	6	4	8
3	124617256	124617326	0	2	0	19	14	1	6	12	7	4	9	2	0	13	22	12	4	6
9	114818938	114818996	4	0	0	16	12	9	10	8	12	2	0	5	4	10	20	6	0	5
10	90743407	90743489	5	0	0	4	2	10	0	8	11	2	4	8	8	10	32	10	5	0
X	2944082	2944173	2	0	0	11	4	14	6	10	12	0	4	0	2	2	30	7	4	3
6	130678223	130678317	2	0	0	12	17	2	12	4	15	12	6	2	11	4	26	0	2	5
9	123564505	123564566	0	2	0	11	7	3	6	2	5	0	2	6	23	0	18	5	4	0
4	50863530	50863705	4	4	0	37	42	41	16	29	24	4	10	10	31	27	10	9	2	14
11	7666416	7666474	2	0	9	9	9	2	5	7	10	0	7	2	7	16	24	2	0	0
13	54434363	54434458	5	6	0	6	9	12	13	6	8	2	2	4	20	0	20	4	0	0
19	18770573	18770647	0	2	0	11	6	10	10	14	9	4	12	8	8	13	42	0	10	4
18	12325831	12325907	0	0	6	6	6	12	10	17	8	8	0	1	13	8	30	4	1	4
3	61059987	61060065	0	0	2	9	9	4	2	3	12	11	10	0	11	11	22	4	6	0
21	11119816	11120243	14	12	4	104	96	96	84	64	72	8	10	9	75	71	24	18	10	14
19	24778168	24778329	0	0	6	20	18	12	10	14	8	6	2	0	24	4	12	2	6	6
1	38326552	38326621	0	2	4	6	9	15	6	11	0	2	4	2	8	0	30	9	6	0
8	56146236	56146334	2	0	0	13	16	2	4	3	10	1	4	1	0	20	26	4	6	5
X	69480663	69480724	0	0	0	13	4	11	6	16	6	8	2	1	0	2	18	6	10	2
12	63233497	63233649	4	0	0	0	11	30	6	12	5	6	4	2	8	9	14	4	0	2
15	65149364	65149428	0	0	2	6	11	8	14	0	7	2	3	0	8	8	18	0	2	5
3	1427897	1427957	5	3	0	14	15	13	8	2	4	0	7	4	0	15	18	5	6	0
3	176862062	176862124	0	0	5	11	4	3	0	5	10	0	0	0	0	4	18	2	6	5
X	116947086	116947170	1	2	0	7	9	14	0	9	9	3	4	0	10	8	22	8	2	0
4	186202856	186202959	2	0	0	7	6	9	15	13	2	2	4	1	13	8	36	5	6	0
4	173619204	173619265	7	0	0	7	10	3	3	11	22	3	5	5	2	7	22	0	0	10
10	47024867	47024965	3	0	0	11	29	11	16	19	20	13	9	12	18	12	57	6	14	6
17	18611689	18611764	2	0	0	13	19	10	6	12	6	0	4	6	12	19	21	12	4	2
4	16960003	16960062	4	0	1	6	14	5	6	4	14	4	0	0	14	7	24	2	0	2
5	64445052	64445127	3	0	0	0	8	15	6	1	4	4	0	0	3	15	20	6	4	4
11	92854158	92854280	0	7	0	14	8	22	13	8	3	4	2	2	16	8	16	7	0	17
3	33727315	33727398	0	0	4	17	5	24	0	4	9	6	4	4	14	16	25	2	8	8
3	31759976	31760056	0	3	2	6	0	13	8	2	1	0	3	0	6	5	22	13	0	6
11	57903903	57904041	2	2	0	8	9	14	23	18	15	6	2	0	14	7	41	13	12	8
17	52677144	52677202	4	0	0	8	3	0	9	10	6	0	1	6	12	8	18	6	2	0
17	34312467	34312591	0	2	0	4	6	4	7	8	26	2	4	0	6	14	10	4	0	0
6	40637485	40637590	0	4	2	14	11	13	0	11	12	7	5	4	22	4	30	9	0	7
2	40172688	40172895	0	0	3	10	30	4	8	11	13	2	5	0	8	6	32	6	8	8
5	180624646	180624704	2	4	0	7	17	13	0	13	10	11	7	8	10	8	40	4	4	0
7	91356052	91356131	1	4	2	15	14	17	0	6	12	5	10	9	5	10	22	10	0	0
10	88728601	88728693	0	5	0	2	25	17	14	6	14	4	4	0	11	4	22	8	10	8
1	58648484	58648560	0	10	2	16	4	6	0	9	2	4	0	1	10	10	36	5	11	2
10	129152370	129152490	0	0	4	15	11	11	10	14	18	4	9	7	14	5	34	8	0	4
19	42974328	42974391	2	4	0	0	6	12	5	10	3	0	12	1	6	9	18	2	0	0
7	12864783	12864858	6	1	0	8	20	10	10	13	15	0	4	1	2	8	32	6	16	2
17	42484435	42484674	2	4	14	53	77	79	82	87	99	82	82	70	97	49	129	45	42	48
13	41831010	41831243	0	4	2	12	19	6	13	8	14	2	0	8	10	14	10	10	22	0
9	94406389	94406517	0	2	0	10	2	6	7	6	26	0	8	1	2	10	4	12	0	10
20	17342370	17342428	0	1	0	6	0	4	11	0	11	2	6	0	10	7	19	8	2	2
X	53524030	53524146	0	4	0	8	21	5	8	4	12	5	6	0	4	7	25	4	12	0
X	15931793	15931851	0	3	2	12	11	4	8	2	1	0	0	0	1	3	20	0	0	0
X	153507630	153507802	8	0	11	57	81	58	31	36	48	31	20	20	45	37	107	22	28	27
3	15794352	15794470	4	0	0	10	18	24	18	31	32	28	14	15	17	13	18	12	12	4
Y	57195436	57195621	6	4	9	17	9	13	24	22	14	9	10	0	23	16	61	7	18	0
1	175692620	175692701	0	7	5	10	4	9	0	13	15	0	7	0	5	3	26	8	4	10
4	50652021	50652322	2	4	3	67	58	67	44	68	63	8	44	23	38	52	12	32	20	22
2	10778841	10778931	5	0	0	0	9	6	6	15	4	0	6	5	2	7	38	2	4	10
X	3007137	3007210	4	0	2	6	2	6	10	10	10	2	4	0	5	0	20	0	0	0
2	58417546	58417694	0	0	8	22	11	10	13	10	7	0	7	2	6	8	4	5	0	1
X	117409464	117409829	6	2	5	20	22	21	17	31	13	0	4	4	19	32	72	12	6	4
1	26297862	26297951	0	2	0	15	22	19	12	7	8	10	9	8	14	3	35	9	1	16
1	123867723	123867853	0	2	2	16	10	20	11	10	7	1	0	5	7	8	0	2	4	0
4	108077484	108077663	0	4	0	26	18	40	20	18	24	8	10	18	24	20	11	7	8	6
9	15152884	15152958	0	0	1	16	6	6	7	15	8	2	4	4	0	10	20	0	7	2
4	112398736	112398894	1	0	19	14	7	0	0	9	7	0	6	2	2	12	6	8	8	1
1	123683182	123683296	6	2	1	33	18	21	25	20	31	6	14	0	29	15	2	13	7	9
7	105906846	105906976	0	2	3	0	25	14	6	14	8	2	4	0	9	8	10	2	4	0
X	67815296	67815777	4	2	3	36	18	31	24	16	36	6	7	2	10	15	0	4	4	2
16	2153653	2153799	4	2	8	45	97	81	40	67	47	67	46	49	62	55	189	34	31	50
11	52086122	52086279	4	1	1	52	16	25	30	40	30	3	18	8	44	34	12	24	6	12
15	19515317	19515525	2	5	0	18	35	22	34	18	33	6	7	12	25	37	2	4	6	8
6	155112859	155112981	0	0	0	10	14	29	4	9	10	8	4	8	8	10	28	3	2	7
19	2636916	2637084	1	4	9	29	21	29	24	19	18	17	24	18	23	9	82	12	22	0
20	2351829	2352159	0	10	8	40	81	56	26	68	36	30	29	31	41	30	58	7	20	23
X	7780567	7780626	0	0	2	9	5	9	9	6	10	3	0	0	10	2	13	0	2	0
10	120680545	120680620	0	3	4	12	14	5	2	13	2	6	0	8	16	0	20	0	4	4
10	45872023	45872175	2	0	0	4	9	8	12	10	8	2	4	3	20	14	30	0	2	2
10	30685372	30685482	2	2	0	10	12	18	2	9	21	10	10	10	14	4	48	12	8	0
4	50757706	50757906	2	4	0	22	24	25	26	32	48	8	19	5	24	26	8	10	12	2
2	3362834	3363015	0	3	2	41	15	11	13	4	22	8	6	0	6	8	32	6	9	2
12	116351321	116351435	2	0	4	2	12	14	14	16	10	9	6	0	14	10	50	7	7	1
10	67815245	67815309	0	2	3	14	8	4	9	0	12	4	5	0	3	0	17	9	7	0
10	44081695	44081807	0	0	2	11	11	14	22	10	11	6	4	11	11	15	38	15	3	1
4	50883537	50883688	4	0	2	45	32	37	24	27	22	2	16	6	18	20	6	6	10	10
4	79973638	79973714	2	10	0	2	8	0	6	9	10	4	0	0	8	8	22	4	4	0
1	225514760	225514895	11	4	2	8	16	2	18	24	10	2	4	6	8	15	36	0	2	0
20	17981617	17981717	2	8	0	4	11	19	15	12	0	0	4	4	11	4	34	2	8	5
X	105097211	105097300	4	8	2	15	11	8	6	6	12	2	0	0	8	10	20	0	2	0
2	213718825	213718932	0	0	4	22	19	22	8	12	20	2	7	5	17	11	44	6	14	8
12	30771072	30771142	5	9	6	2	11	13	8	0	9	3	0	0	15	4	22	2	0	7
2	233725117	233725297	6	0	0	6	22	17	10	24	8	4	8	8	24	9	59	8	18	4
2	176707772	176707873	6	1	0	6	8	4	13	16	15	2	0	2	2	14	26	6	0	6
11	44301817	44301876	0	1	0	14	11	19	8	8	8	0	6	4	12	13	28	8	6	4
X	88735643	88735820	2	2	2	10	21	7	10	16	14	0	4	2	16	6	40	4	2	0
10	130925665	130925730	0	1	0	2	2	12	8	5	12	0	4	2	0	8	34	8	3	4
10	41527781	41527961	3	2	0	56	23	21	35	28	32	17	25	12	35	40	8	16	11	18
17	72236628	72236847	14	2	3	27	16	22	17	19	20	0	6	4	12	17	116	18	8	14
8	56840386	56840491	4	4	0	10	1	14	6	2	2	0	12	0	6	4	28	10	4	0
X	138322568	138322652	4	0	0	10	15	12	8	0	8	2	2	7	8	12	20	6	0	4
7	58306514	58306791	0	2	6	20	44	23	29	25	27	6	9	2	28	32	14	7	12	4
21	42885792	42885856	0	2	0	6	3	8	8	8	11	1	2	5	14	10	23	0	0	7
20	56325532	56325624	0	6	9	4	3	10	0	15	10	0	2	0	16	9	20	6	4	6
3	166615266	166615367	2	0	0	10	11	9	10	8	4	2	0	1	8	6	26	2	0	7
14	106025030	106025346	16	0	25	55	68	60	57	57	56	61	57	52	60	50	158	50	37	37
7	37728909	37729068	9	2	6	6	16	28	0	0	9	11	6	4	4	2	8	0	0	7
X	112208967	112209088	2	2	0	12	9	11	11	4	12	2	2	0	5	4	28	4	0	0
X	152706135	152706332	2	5	0	16	39	18	13	22	13	0	4	2	10	8	20	5	8	3
1	205449571	205449630	2	0	0	16	7	4	10	14	10	1	10	4	11	15	42	8	3	1
1	246783112	246783295	1	0	4	13	31	5	13	20	7	7	8	0	21	20	15	12	10	2
12	105190783	105190844	2	0	5	9	5	8	0	10	0	2	0	0	13	8	18	1	1	2
13	18614787	18614911	1	4	0	14	23	12	2	6	7	2	7	8	15	13	0	2	0	12
5	53837194	53837332	0	2	9	14	24	17	12	16	4	4	8	5	9	26	44	0	6	4
2	157910184	157910259	2	5	1	16	12	6	9	12	6	0	1	2	19	3	20	0	5	0
12	35124335	35124477	0	0	6	20	29	21	22	30	22	9	7	4	15	35	10	11	8	10
21	12908254	12908519	6	0	3	24	18	16	23	13	18	15	15	0	16	3	10	6	2	23
X	57853134	57853253	3	4	3	11	15	10	10	15	2	2	0	6	13	13	25	2	0	0
6	89917325	89917408	2	0	0	12	10	14	10	2	14	4	3	0	9	14	24	2	7	12
8	91926229	91926315	2	0	2	8	12	14	9	11	7	4	17	0	15	14	24	6	0	4
X	97610790	97610927	0	4	2	6	13	29	0	10	0	0	4	5	8	2	6	2	4	0
3	181150502	181150676	2	0	0	25	12	7	10	12	10	11	2	3	12	17	0	2	2	6
5	131722805	131722934	0	0	0	6	8	4	7	2	10	1	24	0	6	9	20	5	2	4
2	238945882	238945946	3	0	0	8	6	17	6	12	8	6	10	0	5	18	36	2	3	2
10	69044116	69044182	5	0	0	5	13	19	6	14	13	5	2	0	9	12	29	3	2	3
8	116326961	116327036	0	1	0	10	12	10	8	10	6	5	8	0	7	6	20	2	10	0
2	219211672	219211753	0	8	6	32	46	49	43	43	49	35	48	29	32	48	92	29	34	17
X	16212844	16212903	0	0	0	9	11	10	4	10	7	7	2	2	18	9	17	0	2	6
1	159882106	159882168	0	0	0	8	12	11	8	1	10	4	4	0	12	5	22	5	9	6
11	53872009	53872219	2	2	0	38	25	34	37	25	30	12	11	13	27	22	4	20	11	18
X	140092240	140092366	3	2	0	14	26	14	4	18	7	0	4	2	2	9	16	4	2	0
4	51087533	51087701	3	3	0	19	23	30	14	19	20	5	4	0	18	19	4	10	6	4
10	98400486	98400685	1	0	12	13	25	20	24	17	3	4	8	5	16	5	70	12	24	4
16	3551025	3551142	0	2	0	6	6	14	10	13	6	10	7	0	12	9	40	2	6	2
15	28037814	28037887	0	10	6	12	2	13	5	9	14	0	4	0	8	8	20	0	5	2
2	234826087	234826196	0	2	1	18	13	29	9	14	10	0	7	2	5	9	31	3	6	3
5	49971945	49972127	2	0	2	14	16	12	5	12	27	0	6	6	14	12	4	2	4	0
1	231829521	231829593	0	0	6	14	2	11	0	6	6	0	2	4	7	7	24	3	4	0
13	17390220	17390426	0	0	2	12	2	6	15	10	4	16	23	16	8	24	2	12	23	14
6	72984172	72984235	0	0	3	2	0	8	0	2	13	6	6	2	12	5	15	0	0	6
5	160629159	160629217	0	4	0	13	8	4	4	0	0	6	2	2	11	6	16	15	0	2
X	131188895	131188975	0	2	0	12	9	13	3	5	6	0	2	2	4	2	28	0	0	2
